KEGGID	HMDBID
cpd:C04360	hmdb:HMDB39182
cpd:C04367	hmdb:HMDB59636
cpd:C04368	hmdb:HMDB03831
cpd:C04371	hmdb:HMDB35716
cpd:C04373	hmdb:HMDB00490
cpd:C04376	hmdb:HMDB01308
cpd:C04377	hmdb:HMDB60401
cpd:C04392	hmdb:HMDB03834
cpd:C04405	hmdb:HMDB01356
cpd:C04409	hmdb:HMDB01330
cpd:C04411	hmdb:HMDB12156
cpd:C04415	hmdb:HMDB39509
cpd:C04421	hmdb:HMDB12267
cpd:C04424	hmdb:HMDB06868
cpd:C04426	hmdb:HMDB00934
cpd:C04437	hmdb:HMDB06032
cpd:C04442	hmdb:HMDB01376
cpd:C04453	hmdb:HMDB11606
cpd:C04454	hmdb:HMDB03841
cpd:C04462	hmdb:HMDB12266
cpd:C04477	hmdb:HMDB01187
cpd:C04483	hmdb:HMDB00626
cpd:C04485	hmdb:HMDB34454
cpd:C04486	hmdb:HMDB34453
cpd:C04489	hmdb:HMDB12177
cpd:C04494	hmdb:HMDB60480
cpd:C04498	hmdb:HMDB33460
cpd:C04500	hmdb:HMDB01445
cpd:C04516	hmdb:HMDB39188
cpd:C04518	hmdb:HMDB11653
cpd:C04520	hmdb:HMDB03848
cpd:C04524	hmdb:HMDB59651
cpd:C04530	hmdb:HMDB59641
cpd:C04537	hmdb:HMDB01196
cpd:C04537	hmdb:HMDB12126
cpd:C04540	hmdb:HMDB00489
cpd:C04544	hmdb:HMDB29395
cpd:C04547	hmdb:HMDB32847
cpd:C04548	hmdb:HMDB04826
cpd:C04549	hmdb:HMDB03850
cpd:C04554	hmdb:HMDB00359
cpd:C04555	hmdb:HMDB01032
cpd:C04575	hmdb:HMDB05971
cpd:C04575	hmdb:HMDB06511
cpd:C04577	hmdb:HMDB10210
cpd:C04582	hmdb:HMDB01299
cpd:C04593	hmdb:HMDB06471
cpd:C04604	hmdb:HMDB06955
cpd:C04608	hmdb:HMDB37340
cpd:C04623	hmdb:HMDB32127
cpd:C04640	hmdb:HMDB00999
cpd:C04640	hmdb:HMDB02305
cpd:C04640	hmdb:HMDB06211
cpd:C04644	hmdb:HMDB02159
cpd:C04646	hmdb:HMDB60416
cpd:C04654	hmdb:HMDB01320
cpd:C04666	hmdb:HMDB12208
cpd:C04671	hmdb:HMDB02776
cpd:C04675	hmdb:HMDB60372
cpd:C04677	hmdb:HMDB01517
cpd:C04685	hmdb:HMDB02656
cpd:C04686	hmdb:HMDB60104
cpd:C04707	hmdb:HMDB03175
cpd:C04712	hmdb:HMDB60316
cpd:C04717	hmdb:HMDB03871
cpd:C04720	hmdb:HMDB34864
cpd:C04722	hmdb:HMDB00601
cpd:C04722	hmdb:HMDB03873
cpd:C04732	hmdb:HMDB11106
cpd:C04734	hmdb:HMDB01439
cpd:C04741	hmdb:HMDB01442
cpd:C04742	hmdb:HMDB03876
cpd:C04744	hmdb:HMDB11657
cpd:C04751	hmdb:HMDB06273
cpd:C04760	hmdb:HMDB02178
cpd:C04771	hmdb:HMDB15188
cpd:C04778	hmdb:HMDB03882
cpd:C04794	hmdb:HMDB60071
cpd:C04805	hmdb:HMDB11134
cpd:C04814	hmdb:HMDB59642
cpd:C04823	hmdb:HMDB00797
cpd:C04831	hmdb:HMDB29710
cpd:C04840	hmdb:HMDB11662
cpd:C04853	hmdb:HMDB01509
cpd:C04856	hmdb:HMDB59644
cpd:C04858	hmdb:HMDB30843
cpd:C04874	hmdb:HMDB02275
cpd:C04886	hmdb:HMDB01081
cpd:C04895	hmdb:HMDB00980
cpd:C04896	hmdb:HMDB12277
cpd:C04900	hmdb:HMDB60296
cpd:C04916	hmdb:HMDB12278
cpd:C04931	hmdb:HMDB14423
cpd:C05010	hmdb:HMDB28889
cpd:C05011	hmdb:HMDB60530
cpd:C05021	hmdb:HMDB00853
cpd:C05028	hmdb:HMDB14855
cpd:C05079	hmdb:HMDB14917
cpd:C05080	hmdb:HMDB15185
cpd:C05100	hmdb:HMDB02031
cpd:C05103	hmdb:HMDB01217
cpd:C05104	hmdb:HMDB59615
cpd:C05107	hmdb:HMDB03896
cpd:C05108	hmdb:HMDB01286
cpd:C05109	hmdb:HMDB06839
cpd:C05116	hmdb:HMDB01166
cpd:C05118	hmdb:HMDB06869
cpd:C05119	hmdb:HMDB06867
cpd:C05122	hmdb:HMDB00036
cpd:C05123	hmdb:HMDB03903
cpd:C05125	hmdb:HMDB03904
cpd:C05127	hmdb:HMDB00898
cpd:C05130	hmdb:HMDB03905
cpd:C05131	hmdb:HMDB02331
cpd:C05135	hmdb:HMDB13253
cpd:C05138	hmdb:HMDB00363
cpd:C05139	hmdb:HMDB00352
cpd:C05140	hmdb:HMDB06774
cpd:C05141	hmdb:HMDB00153
cpd:C05143	hmdb:HMDB60471
cpd:C05145	hmdb:HMDB03911
cpd:C05147	hmdb:HMDB59659
cpd:C05158	hmdb:HMDB33581
cpd:C05172	hmdb:HMDB03840
cpd:C05172	hmdb:HMDB06407
cpd:C05176	hmdb:HMDB60319
cpd:C05189	hmdb:HMDB03920
cpd:C05198	hmdb:HMDB01983
cpd:C05200	hmdb:HMDB01063
cpd:C05201	hmdb:HMDB04087
cpd:C05202	hmdb:HMDB06921
cpd:C05230	hmdb:HMDB33669
cpd:C05231	hmdb:HMDB12248
cpd:C05235	hmdb:HMDB06961
cpd:C05239	hmdb:HMDB03929
cpd:C05252	hmdb:HMDB12143
cpd:C05253	hmdb:HMDB12144
cpd:C05258	hmdb:HMDB03932
cpd:C05259	hmdb:HMDB06402
cpd:C05260	hmdb:HMDB03934
cpd:C05261	hmdb:HMDB03935
cpd:C05262	hmdb:HMDB03936
cpd:C05263	hmdb:HMDB03937
cpd:C05264	hmdb:HMDB03938
cpd:C05265	hmdb:HMDB03939
cpd:C05266	hmdb:HMDB03940
cpd:C05267	hmdb:HMDB03941
cpd:C05268	hmdb:HMDB03942
cpd:C05269	hmdb:HMDB03943
cpd:C05270	hmdb:HMDB02845
cpd:C05271	hmdb:HMDB03944
cpd:C05272	hmdb:HMDB03945
cpd:C05273	hmdb:HMDB03946
cpd:C05274	hmdb:HMDB06404
cpd:C05275	hmdb:HMDB01291
cpd:C05275	hmdb:HMDB03948
cpd:C05276	hmdb:HMDB03949
cpd:C05279	hmdb:HMDB11123
cpd:C05280	hmdb:HMDB03952
cpd:C05282	hmdb:HMDB11737
cpd:C05283	hmdb:HMDB11738
cpd:C05284	hmdb:HMDB06773
cpd:C05285	hmdb:HMDB06772
cpd:C05290	hmdb:HMDB03955
cpd:C05293	hmdb:HMDB06770
cpd:C05294	hmdb:HMDB06769
cpd:C05295	hmdb:HMDB03959
cpd:C05296	hmdb:HMDB06771
cpd:C05297	hmdb:HMDB06768
cpd:C05298	hmdb:HMDB00343
cpd:C05299	hmdb:HMDB00010
cpd:C05300	hmdb:HMDB00335
cpd:C05301	hmdb:HMDB00338
cpd:C05302	hmdb:HMDB00405
cpd:C05306	hmdb:HMDB38578
cpd:C05307	hmdb:HMDB31146
cpd:C05313	hmdb:HMDB00977
cpd:C05330	hmdb:HMDB00742
cpd:C05332	hmdb:HMDB12275
cpd:C05335	hmdb:HMDB03966
cpd:C05337	hmdb:HMDB06292
cpd:C05338	hmdb:HMDB03967
cpd:C05340	hmdb:HMDB60441
cpd:C05341	hmdb:HMDB60442
cpd:C05345	hmdb:HMDB03971
cpd:C05349	hmdb:HMDB14677
cpd:C05350	hmdb:HMDB06915
cpd:C05356	hmdb:HMDB01193
cpd:C05356	hmdb:HMDB11135
cpd:C05361	hmdb:HMDB12973
cpd:C05376	hmdb:HMDB33990
cpd:C05377	hmdb:HMDB01892
cpd:C05378	hmdb:HMDB60444
cpd:C05379	hmdb:HMDB03974
cpd:C05380	hmdb:HMDB03269
cpd:C05381	hmdb:HMDB06744
cpd:C05385	hmdb:HMDB03976
cpd:C05394	hmdb:HMDB01385
cpd:C05396	hmdb:HMDB06789
cpd:C05399	hmdb:HMDB06791
cpd:C05400	hmdb:HMDB06792
cpd:C05401	hmdb:HMDB06790
cpd:C05402	hmdb:HMDB00048
cpd:C05403	hmdb:HMDB01030
cpd:C05404	hmdb:HMDB60468
cpd:C05411	hmdb:HMDB60256
cpd:C05413	hmdb:HMDB02181
cpd:C05414	hmdb:HMDB02272
cpd:C05416	hmdb:HMDB00941
cpd:C05425	hmdb:HMDB03990
cpd:C05427	hmdb:HMDB11116
cpd:C05431	hmdb:HMDB03114
cpd:C05432	hmdb:HMDB03000
cpd:C05433	hmdb:HMDB03993
cpd:C05437	hmdb:HMDB06271
cpd:C05439	hmdb:HMDB06842
cpd:C05439	hmdb:HMDB59615
cpd:C05441	hmdb:HMDB00900
cpd:C05442	hmdb:HMDB00937
cpd:C05443	hmdb:HMDB00876
cpd:C05443	hmdb:HMDB14315
cpd:C05444	hmdb:HMDB12455
cpd:C05445	hmdb:HMDB06894
cpd:C05446	hmdb:HMDB01231
cpd:C05447	hmdb:HMDB06895
cpd:C05448	hmdb:HMDB12456
cpd:C05449	hmdb:HMDB06896
cpd:C05450	hmdb:HMDB06890
cpd:C05451	hmdb:HMDB06892
cpd:C05452	hmdb:HMDB06893
cpd:C05453	hmdb:HMDB06887
cpd:C05454	hmdb:HMDB01457
cpd:C05455	hmdb:HMDB01993
cpd:C05458	hmdb:HMDB06886
cpd:C05460	hmdb:HMDB06889
cpd:C05463	hmdb:HMDB00896
cpd:C05464	hmdb:HMDB00631
cpd:C05465	hmdb:HMDB00951
cpd:C05466	hmdb:HMDB00637
cpd:C05466	hmdb:HMDB06898
cpd:C05467	hmdb:HMDB06891
cpd:C05468	hmdb:HMDB06888
cpd:C05469	hmdb:HMDB06758
cpd:C05471	hmdb:HMDB03259
cpd:C05472	hmdb:HMDB00949
cpd:C05473	hmdb:HMDB06754
cpd:C05474	hmdb:HMDB06753
cpd:C05474	hmdb:HMDB06754
cpd:C05475	hmdb:HMDB06757
cpd:C05476	hmdb:HMDB00268
cpd:C05477	hmdb:HMDB06756
cpd:C05478	hmdb:HMDB06755
cpd:C05480	hmdb:HMDB06759
cpd:C05481	hmdb:HMDB03128
cpd:C05482	hmdb:HMDB03180
cpd:C05484	hmdb:HMDB04025
cpd:C05485	hmdb:HMDB04026
cpd:C05487	hmdb:HMDB06762
cpd:C05488	hmdb:HMDB00015
cpd:C05489	hmdb:HMDB06760
cpd:C05490	hmdb:HMDB04029
cpd:C05497	hmdb:HMDB04030
cpd:C05498	hmdb:HMDB04031
cpd:C05499	hmdb:HMDB06764
cpd:C05500	hmdb:HMDB06283
cpd:C05501	hmdb:HMDB06763
cpd:C05502	hmdb:HMDB04035
cpd:C05503	hmdb:HMDB06224
cpd:C05504	hmdb:HMDB06766
cpd:C05512	hmdb:HMDB00071
cpd:C05513	hmdb:HMDB29920
cpd:C05519	hmdb:HMDB04041
cpd:C05526	hmdb:HMDB00656
cpd:C05527	hmdb:HMDB01405
cpd:C05527	hmdb:HMDB02332
cpd:C05528	hmdb:HMDB04045
cpd:C05548	hmdb:HMDB12150
cpd:C05551	hmdb:HMDB15186
cpd:C05552	hmdb:HMDB03134
cpd:C05554	hmdb:HMDB04051
cpd:C05560	hmdb:HMDB06941
cpd:C05565	hmdb:HMDB01212
cpd:C05570	hmdb:HMDB03045
cpd:C05575	hmdb:HMDB29422
cpd:C05576	hmdb:HMDB00318
cpd:C05577	hmdb:HMDB06242
cpd:C05578	hmdb:HMDB04058
cpd:C05579	hmdb:HMDB06779
cpd:C05580	hmdb:HMDB01866
cpd:C05581	hmdb:HMDB05175
cpd:C05582	hmdb:HMDB00118
cpd:C05583	hmdb:HMDB04061
cpd:C05584	hmdb:HMDB00291
cpd:C05585	hmdb:HMDB04062
cpd:C05587	hmdb:HMDB00022
cpd:C05588	hmdb:HMDB04063
cpd:C05589	hmdb:HMDB00819
cpd:C05590	hmdb:HMDB59634
cpd:C05593	hmdb:HMDB00440
cpd:C05594	hmdb:HMDB01490
cpd:C05595	hmdb:HMDB06061
cpd:C05596	hmdb:HMDB00735
cpd:C05598	hmdb:HMDB00821
cpd:C05604	hmdb:HMDB04067
cpd:C05606	hmdb:HMDB04068
cpd:C05607	hmdb:HMDB00563
cpd:C05607	hmdb:HMDB00748
cpd:C05608	hmdb:HMDB40986
cpd:C05613	hmdb:HMDB41485
cpd:C05619	hmdb:HMDB35484
cpd:C05622	hmdb:HMDB37601
cpd:C05623	hmdb:HMDB37362
cpd:C05625	hmdb:HMDB03249
cpd:C05627	hmdb:HMDB04072
cpd:C05629	hmdb:HMDB00764
cpd:C05631	hmdb:HMDB05810
cpd:C05634	hmdb:HMDB04073
cpd:C05635	hmdb:HMDB00763
cpd:C05638	hmdb:HMDB04076
cpd:C05639	hmdb:HMDB04077
cpd:C05640	hmdb:HMDB04078
cpd:C05642	hmdb:HMDB04259
cpd:C05643	hmdb:HMDB04081
cpd:C05645	hmdb:HMDB04083
cpd:C05647	hmdb:HMDB12948
cpd:C05648	hmdb:HMDB04086
cpd:C05649	hmdb:HMDB01441
cpd:C05650	hmdb:HMDB01216
cpd:C05651	hmdb:HMDB12819
cpd:C05653	hmdb:HMDB04089
cpd:C05655	hmdb:HMDB06794
cpd:C05658	hmdb:HMDB04094
cpd:C05659	hmdb:HMDB04095
cpd:C05660	hmdb:HMDB04096
cpd:C05665	hmdb:HMDB01106
cpd:C05668	hmdb:HMDB06807
cpd:C05669	hmdb:HMDB34259
cpd:C05670	hmdb:HMDB04101
cpd:C05672	hmdb:HMDB00370
cpd:C05673	hmdb:HMDB60067
cpd:C05674	hmdb:HMDB60072
cpd:C05682	hmdb:HMDB04110
cpd:C05684	hmdb:HMDB11119
cpd:C05686	hmdb:HMDB04112
cpd:C05688	hmdb:HMDB03288
cpd:C05689	hmdb:HMDB04113
cpd:C05691	hmdb:HMDB11118
cpd:C05692	hmdb:HMDB11117
cpd:C05695	hmdb:HMDB10716
cpd:C05696	hmdb:HMDB11104
cpd:C05698	hmdb:HMDB04119
cpd:C05699	hmdb:HMDB06343
cpd:C05704	hmdb:HMDB04122
cpd:C05711	hmdb:HMDB60478
cpd:C05723	hmdb:HMDB04135
cpd:C05766	hmdb:HMDB02211
cpd:C05767	hmdb:HMDB00936
cpd:C05768	hmdb:HMDB02158
cpd:C05769	hmdb:HMDB00643
cpd:C05770	hmdb:HMDB00570
cpd:C05771	hmdb:HMDB12136
cpd:C05774	hmdb:HMDB06902
cpd:C05775	hmdb:HMDB11112
cpd:C05776	hmdb:HMDB02174
cpd:C05787	hmdb:HMDB03325
cpd:C05789	hmdb:HMDB04157
cpd:C05790	hmdb:HMDB01898
cpd:C05791	hmdb:HMDB04158
cpd:C05793	hmdb:HMDB04159
cpd:C05794	hmdb:HMDB04160
cpd:C05795	hmdb:HMDB04161
cpd:C05796	hmdb:HMDB04162
cpd:C05802	hmdb:HMDB06817
cpd:C05803	hmdb:HMDB06818
cpd:C05804	hmdb:HMDB06819
cpd:C05805	hmdb:HMDB06820
cpd:C05821	hmdb:HMDB32199
cpd:C05823	hmdb:HMDB02127
cpd:C05824	hmdb:HMDB00731
cpd:C05827	hmdb:HMDB04181
cpd:C05828	hmdb:HMDB02820
cpd:C05829	hmdb:HMDB15673
cpd:C05832	hmdb:HMDB04185
cpd:C05834	hmdb:HMDB04186
cpd:C05838	hmdb:HMDB41592
cpd:C05839	hmdb:HMDB60077
cpd:C05840	hmdb:HMDB01131
cpd:C05841	hmdb:HMDB06809
cpd:C05842	hmdb:HMDB04193
cpd:C05843	hmdb:HMDB04194
cpd:C05844	hmdb:HMDB04195
cpd:C05849	hmdb:HMDB02972
cpd:C05850	hmdb:HMDB04198
cpd:C05851	hmdb:HMDB01218
cpd:C05852	hmdb:HMDB00669
cpd:C05853	hmdb:HMDB33944
cpd:C05860	hmdb:HMDB11673
cpd:C05901	hmdb:HMDB04215
cpd:C05903	hmdb:HMDB05801
cpd:C05904	hmdb:HMDB03263
cpd:C05905	hmdb:HMDB02708
cpd:C05907	hmdb:HMDB41310
cpd:C05908	hmdb:HMDB03074
cpd:C05918	hmdb:HMDB35695
cpd:C05921	hmdb:HMDB04220
cpd:C05922	hmdb:HMDB06822
cpd:C05923	hmdb:HMDB06821
cpd:C05925	hmdb:HMDB06824
cpd:C05926	hmdb:HMDB00845
cpd:C05932	hmdb:HMDB01180
cpd:C05933	hmdb:HMDB04224
cpd:C05936	hmdb:HMDB04226
cpd:C05938	hmdb:HMDB06556
cpd:C05939	hmdb:HMDB38516
cpd:C05942	hmdb:HMDB04230
cpd:C05944	hmdb:HMDB04231
cpd:C05945	hmdb:HMDB29438
cpd:C05946	hmdb:HMDB02070
cpd:C05946	hmdb:HMDB60466
cpd:C05947	hmdb:HMDB02273
cpd:C05949	hmdb:HMDB04234
cpd:C05950	hmdb:HMDB06059
cpd:C05951	hmdb:HMDB03080
cpd:C05952	hmdb:HMDB02200
cpd:C05953	hmdb:HMDB02752
cpd:C05954	hmdb:HMDB04236
cpd:C05955	hmdb:HMDB60095
cpd:C05956	hmdb:HMDB03235
cpd:C05957	hmdb:HMDB02710
cpd:C05958	hmdb:HMDB04238
cpd:C05959	hmdb:HMDB10199
cpd:C05959	hmdb:HMDB11137
cpd:C05960	hmdb:HMDB04240
cpd:C05961	hmdb:HMDB02886
cpd:C05962	hmdb:HMDB04241
cpd:C05963	hmdb:HMDB03252
cpd:C05964	hmdb:HMDB04242
cpd:C05965	hmdb:HMDB04243
cpd:C05966	hmdb:HMDB04244
cpd:C05979	hmdb:HMDB00820
cpd:C05981	hmdb:HMDB04249
cpd:C05983	hmdb:HMDB06806
cpd:C05984	hmdb:HMDB00008
cpd:C05985	hmdb:HMDB06803
cpd:C05989	hmdb:HMDB02170
cpd:C05993	hmdb:HMDB06880
cpd:C05995	hmdb:HMDB04256
cpd:C05998	hmdb:HMDB06870
cpd:C05999	hmdb:HMDB06458
cpd:C06000	hmdb:HMDB01052
cpd:C06001	hmdb:HMDB00023
cpd:C06002	hmdb:HMDB02217
cpd:C06006	hmdb:HMDB06900
cpd:C06007	hmdb:HMDB12140
cpd:C06010	hmdb:HMDB06855
cpd:C06018	hmdb:HMDB12222
cpd:C06028	hmdb:HMDB60124
cpd:C06035	hmdb:HMDB37759
cpd:C06044	hmdb:HMDB04284
cpd:C06050	hmdb:HMDB06954
cpd:C06051	hmdb:HMDB04290
cpd:C06052	hmdb:HMDB04291
cpd:C06054	hmdb:HMDB06801
cpd:C06055	hmdb:HMDB06802
cpd:C06074	hmdb:HMDB38169
cpd:C06075	hmdb:HMDB36994
cpd:C06076	hmdb:HMDB59839
cpd:C06078	hmdb:HMDB32473
cpd:C06080	hmdb:HMDB04304
cpd:C06082	hmdb:HMDB35140
cpd:C06083	hmdb:HMDB06836
cpd:C06085	hmdb:HMDB04309
cpd:C06086	hmdb:HMDB36751
cpd:C06090	hmdb:HMDB35394
cpd:C06093	hmdb:HMDB39484
cpd:C06094	hmdb:HMDB36895
cpd:C06098	hmdb:HMDB02789
cpd:C06099	hmdb:HMDB04321
cpd:C06102	hmdb:HMDB12882
cpd:C06103	hmdb:HMDB12843
cpd:C06104	hmdb:HMDB00448
cpd:C06105	hmdb:HMDB31344
cpd:C06114	hmdb:HMDB60477
cpd:C06115	hmdb:HMDB12325
cpd:C06124	hmdb:HMDB00277
cpd:C06142	hmdb:HMDB04327
cpd:C06145	hmdb:HMDB06853
cpd:C06148	hmdb:HMDB06823
cpd:C06153	hmdb:HMDB06088
cpd:C06157	hmdb:HMDB06832
cpd:C06162	hmdb:HMDB29367
cpd:C06173	hmdb:HMDB29378
cpd:C06174	hmdb:HMDB04995
cpd:C06175	hmdb:HMDB30251
cpd:C06180	hmdb:HMDB04350
cpd:C06182	hmdb:HMDB30324
cpd:C06182	hmdb:HMDB30325
cpd:C06184	hmdb:HMDB30326
cpd:C06186	hmdb:HMDB29943
cpd:C06192	hmdb:HMDB06369
cpd:C06194	hmdb:HMDB11629
cpd:C06195	hmdb:HMDB04363
cpd:C06196	hmdb:HMDB06555
cpd:C06197	hmdb:HMDB01155
cpd:C06198	hmdb:HMDB06796
cpd:C06199	hmdb:HMDB04366
cpd:C06202	hmdb:HMDB34170
cpd:C06212	hmdb:HMDB04369
cpd:C06213	hmdb:HMDB04370
cpd:C06222	hmdb:HMDB60509
cpd:C06232	hmdb:HMDB12260
cpd:C06241	hmdb:HMDB04381
cpd:C06241	hmdb:HMDB06268
cpd:C06244	hmdb:HMDB31645
cpd:C06255	hmdb:HMDB01865
cpd:C06257	hmdb:HMDB01292
cpd:C06262	hmdb:HMDB01315
cpd:C06263	hmdb:HMDB02175
cpd:C06264	hmdb:HMDB01247
cpd:C06264	hmdb:HMDB15456
cpd:C06266	hmdb:HMDB02386
cpd:C06267	hmdb:HMDB02503
cpd:C06269	hmdb:HMDB02290
cpd:C06306	hmdb:HMDB06525
cpd:C06307	hmdb:HMDB36559
cpd:C06308	hmdb:HMDB06525
cpd:C06308	hmdb:HMDB35658
cpd:C06313	hmdb:HMDB00468
cpd:C06314	hmdb:HMDB04385
cpd:C06315	hmdb:HMDB05082
cpd:C06317	hmdb:HMDB32012
cpd:C06322	hmdb:HMDB12207
cpd:C06323	hmdb:HMDB34244
cpd:C06325	hmdb:HMDB00842
cpd:C06337	hmdb:HMDB02428
cpd:C06341	hmdb:HMDB06281
cpd:C06346	hmdb:HMDB33103
cpd:C06347	hmdb:HMDB33103
cpd:C06350	hmdb:HMDB12486
cpd:C06352	hmdb:HMDB29915
cpd:C06353	hmdb:HMDB29916
cpd:C06354	hmdb:HMDB32049
cpd:C06360	hmdb:HMDB37700
cpd:C06366	hmdb:HMDB31506
cpd:C06371	hmdb:HMDB06566
cpd:C06372	hmdb:HMDB06575
cpd:C06390	hmdb:HMDB00315
cpd:C06394	hmdb:HMDB35084
cpd:C06413	hmdb:HMDB33731
cpd:C06422	hmdb:HMDB00055
cpd:C06423	hmdb:HMDB00482
cpd:C06424	hmdb:HMDB00806
cpd:C06425	hmdb:HMDB02212
cpd:C06426	hmdb:HMDB03073
cpd:C06427	hmdb:HMDB01388
cpd:C06428	hmdb:HMDB01999
cpd:C06429	hmdb:HMDB02183
cpd:C06438	hmdb:HMDB05102
cpd:C06439	hmdb:HMDB02664
cpd:C06442	hmdb:HMDB31411
cpd:C06453	hmdb:HMDB02274
cpd:C06454	hmdb:HMDB14966
cpd:C06456	hmdb:HMDB14670
cpd:C06462	hmdb:HMDB06465
cpd:C06469	hmdb:HMDB00830
cpd:C06470	hmdb:HMDB03254
cpd:C06472	hmdb:HMDB02704
cpd:C06475	hmdb:HMDB02685
cpd:C06476	hmdb:HMDB02122
cpd:C06485	hmdb:HMDB41561
cpd:C06501	hmdb:HMDB06049
cpd:C06502	hmdb:HMDB04816
cpd:C06505	hmdb:HMDB06904
cpd:C06506	hmdb:HMDB01083
cpd:C06508	hmdb:HMDB06903
cpd:C06509	hmdb:HMDB12184
cpd:C06510	hmdb:HMDB12185
cpd:C06521	hmdb:HMDB30290
cpd:C06523	hmdb:HMDB30285
cpd:C06524	hmdb:HMDB01126
cpd:C06526	hmdb:HMDB14611
cpd:C06527	hmdb:HMDB15044
cpd:C06533	hmdb:HMDB15245
cpd:C06535	hmdb:HMDB15116
cpd:C06536	hmdb:HMDB30310
cpd:C06537	hmdb:HMDB29838
cpd:C06538	hmdb:HMDB30311
cpd:C06539	hmdb:HMDB14351
cpd:C06540	hmdb:HMDB15311
cpd:C06541	hmdb:HMDB15221
cpd:C06542	hmdb:HMDB15495
cpd:C06543	hmdb:HMDB03236
cpd:C06547	hmdb:HMDB29594
cpd:C06548	hmdb:HMDB31305
cpd:C06551	hmdb:HMDB41830
cpd:C06554	hmdb:HMDB41861
cpd:C06559	hmdb:HMDB33249
cpd:C06561	hmdb:HMDB29631
cpd:C06562	hmdb:HMDB02780
cpd:C06563	hmdb:HMDB03217
cpd:C06570	hmdb:HMDB14897
cpd:C06572	hmdb:HMDB14784
cpd:C06573	hmdb:HMDB14819
cpd:C06574	hmdb:HMDB14559
cpd:C06575	hmdb:HMDB05805
cpd:C06576	hmdb:HMDB31817
cpd:C06577	hmdb:HMDB02214
cpd:C06578	hmdb:HMDB35268
cpd:C06588	hmdb:HMDB34437
cpd:C06602	hmdb:HMDB41800
cpd:C06604	hmdb:HMDB01355
cpd:C06605	hmdb:HMDB01504
cpd:C06606	hmdb:HMDB13035
cpd:C06607	hmdb:HMDB01460
cpd:C06608	hmdb:HMDB12209
cpd:C06609	hmdb:HMDB13592
cpd:C06624	hmdb:HMDB14733
cpd:C06662	hmdb:HMDB14904
cpd:C06665	hmdb:HMDB15536
cpd:C06672	hmdb:HMDB00484
cpd:C06677	hmdb:HMDB59933
cpd:C06681	hmdb:HMDB14450
cpd:C06683	hmdb:HMDB15343
cpd:C06686	hmdb:HMDB14544
cpd:C06687	hmdb:HMDB15192
cpd:C06688	hmdb:HMDB15179
cpd:C06689	hmdb:HMDB14653
cpd:C06690	hmdb:HMDB15283
cpd:C06694	hmdb:HMDB15570
cpd:C06696	hmdb:HMDB04628
cpd:C06697	hmdb:HMDB11620
cpd:C06710	hmdb:HMDB02659
cpd:C06711	hmdb:HMDB59803
cpd:C06714	hmdb:HMDB12155
cpd:C06715	hmdb:HMDB12158
cpd:C06728	hmdb:HMDB40177
cpd:C06730	hmdb:HMDB00873
cpd:C06738	hmdb:HMDB30677
cpd:C06749	hmdb:HMDB12179
cpd:C06752	hmdb:HMDB29571
cpd:C06754	hmdb:HMDB13860
cpd:C06755	hmdb:HMDB31331
cpd:C06756	hmdb:HMDB59924
cpd:C06757	hmdb:HMDB41609
cpd:C06758	hmdb:HMDB29638
cpd:C06767	hmdb:HMDB00887
cpd:C06770	hmdb:HMDB15105
cpd:C06771	hmdb:HMDB32538
cpd:C06772	hmdb:HMDB04437
cpd:C06789	hmdb:HMDB41980
cpd:C06790	hmdb:HMDB29593
cpd:C06800	hmdb:HMDB06552
cpd:C06802	hmdb:HMDB14429
cpd:C06803	hmdb:HMDB15324
cpd:C06804	hmdb:HMDB01859
cpd:C06805	hmdb:HMDB14957
cpd:C06806	hmdb:HMDB14558
cpd:C06807	hmdb:HMDB15196
cpd:C06808	hmdb:HMDB14691
cpd:C06809	hmdb:HMDB01890
cpd:C06810	hmdb:HMDB14925
cpd:C06812	hmdb:HMDB15564
cpd:C06813	hmdb:HMDB41950
cpd:C06817	hmdb:HMDB14548
cpd:C06818	hmdb:HMDB15051
cpd:C06819	hmdb:HMDB15274
cpd:C06820	hmdb:HMDB14622
cpd:C06821	hmdb:HMDB14732
cpd:C06823	hmdb:HMDB15250
cpd:C06824	hmdb:HMDB14466
cpd:C06825	hmdb:HMDB05018
cpd:C06827	hmdb:HMDB15193
cpd:C06827	hmdb:HMDB30500
cpd:C06830	hmdb:HMDB14658
cpd:C06832	hmdb:HMDB14775
cpd:C06834	hmdb:HMDB05006
cpd:C06835	hmdb:HMDB15249
cpd:C06837	hmdb:HMDB15128
cpd:C06838	hmdb:HMDB01916
cpd:C06838	hmdb:HMDB14352
cpd:C06839	hmdb:HMDB15194
cpd:C06840	hmdb:HMDB14499
cpd:C06843	hmdb:HMDB14682
cpd:C06846	hmdb:HMDB14390
cpd:C06847	hmdb:HMDB15374
cpd:C06848	hmdb:HMDB14586
cpd:C06849	hmdb:HMDB14341
cpd:C06850	hmdb:HMDB15154
cpd:C06852	hmdb:HMDB14750
cpd:C06854	hmdb:HMDB14435
cpd:C06855	hmdb:HMDB15289
cpd:C06856	hmdb:HMDB15331
cpd:C06857	hmdb:HMDB01941
cpd:C06860	hmdb:HMDB01510
cpd:C06861	hmdb:HMDB14633
cpd:C06862	hmdb:HMDB15143
cpd:C06863	hmdb:HMDB14749
cpd:C06866	hmdb:HMDB02227
cpd:C06868	hmdb:HMDB14704
