CHEBIID	KEGGID
chebi:10214	cpd:C08847
chebi:2867	cpd:C08849
chebi:2878	cpd:C08850
chebi:3115	cpd:C08851
chebi:3299	cpd:C08854
chebi:3329	cpd:C08855
chebi:3555	cpd:C08857
chebi:4037	cpd:C08859
chebi:4668	cpd:C08863
chebi:4669	cpd:C08864
chebi:4830	cpd:C08865
chebi:5650	cpd:C08869
chebi:6345	cpd:C08870
chebi:6346	cpd:C08871
chebi:7029	cpd:C08875
chebi:9032	cpd:C08878
chebi:10582	cpd:C08881
chebi:9913	cpd:C08883
chebi:9958	cpd:C08884
chebi:81155	cpd:C17522
chebi:81156	cpd:C17523
chebi:81157	cpd:C17524
chebi:9388	cpd:C08635
chebi:5859	cpd:C08690
chebi:4944	cpd:C08759
chebi:8919	cpd:C08779
chebi:79408	cpd:C14881
chebi:79436	cpd:C14911
chebi:79438	cpd:C14913
chebi:79508	cpd:C14984
chebi:79609	cpd:C15090
chebi:79886	cpd:C15385
chebi:79958	cpd:C15461
chebi:80798	cpd:C16921
chebi:47880	cpd:C15506
chebi:8230	cpd:C07554
chebi:7467	cpd:C08154
chebi:9466	cpd:C08158
chebi:31561	cpd:C12859
chebi:31560	cpd:C13077
chebi:34979	cpd:C14259
chebi:34322	cpd:C14477
chebi:34894	cpd:C14486
chebi:34163	cpd:C14503
chebi:34184	cpd:C14603
chebi:35000	cpd:C14607
chebi:34537	cpd:C14624
chebi:34835	cpd:C14634
chebi:34169	cpd:C14635
chebi:34745	cpd:C14640
chebi:34746	cpd:C14645
chebi:34930	cpd:C14658
chebi:35001	cpd:C14663
chebi:35002	cpd:C14667
chebi:79416	cpd:C14889
chebi:79449	cpd:C14924
chebi:79453	cpd:C14928
chebi:79471	cpd:C14947
chebi:79478	cpd:C14954
chebi:79479	cpd:C14955
chebi:79481	cpd:C14957
chebi:79498	cpd:C14974
chebi:79513	cpd:C14990
chebi:79515	cpd:C14992
chebi:79522	cpd:C14999
chebi:79532	cpd:C15009
chebi:79546	cpd:C15023
chebi:79566	cpd:C15046
chebi:79577	cpd:C15057
chebi:79584	cpd:C15064
chebi:79607	cpd:C15088
chebi:79675	cpd:C15157
chebi:79684	cpd:C15166
chebi:79689	cpd:C15171
chebi:79698	cpd:C15180
chebi:79703	cpd:C15186
chebi:79735	cpd:C15228
chebi:79784	cpd:C15282
chebi:79785	cpd:C15283
chebi:79786	cpd:C15284
chebi:79791	cpd:C15289
chebi:79792	cpd:C15290
chebi:79806	cpd:C15304
chebi:79815	cpd:C15313
chebi:79816	cpd:C15314
chebi:79823	cpd:C15321
chebi:79824	cpd:C15322
chebi:79826	cpd:C15324
chebi:79833	cpd:C15331
chebi:79835	cpd:C15333
chebi:79848	cpd:C15346
chebi:79852	cpd:C15350
chebi:79861	cpd:C15359
chebi:79874	cpd:C15372
chebi:79875	cpd:C15373
chebi:79876	cpd:C15374
chebi:79883	cpd:C15382
chebi:79905	cpd:C15404
chebi:79909	cpd:C15408
chebi:79915	cpd:C15414
chebi:79918	cpd:C15417
chebi:79922	cpd:C15421
chebi:79924	cpd:C15423
chebi:79939	cpd:C15440
chebi:79944	cpd:C15446
chebi:79945	cpd:C15447
chebi:81712	cpd:C18374
chebi:82520	cpd:C19493
chebi:35915	cpd:C01958
chebi:13610	cpd:C03587
chebi:34929	cpd:C14646
chebi:79551	cpd:C15029
chebi:79598	cpd:C15079
chebi:79651	cpd:C15133
chebi:79664	cpd:C15146
chebi:79707	cpd:C15190
chebi:79811	cpd:C15309
chebi:81713	cpd:C18375
chebi:79765	cpd:C15263
chebi:144390	cpd:C20585
chebi:144401	cpd:C20586
chebi:34895	cpd:C14249
chebi:35018	cpd:C14261
chebi:34174	cpd:C14655
chebi:79588	cpd:C15068
chebi:79590	cpd:C15070
chebi:79604	cpd:C15085
chebi:79606	cpd:C15087
chebi:79669	cpd:C15151
chebi:79688	cpd:C15170
chebi:79693	cpd:C15175
chebi:79827	cpd:C15325
chebi:47787	cpd:C01985
chebi:3953	cpd:C08806
chebi:34944	cpd:C13797
chebi:34173	cpd:C14637
chebi:47786	cpd:C01986
chebi:34165	cpd:C14383
chebi:81148	cpd:C17514
chebi:47788	cpd:C01876
chebi:20156	cpd:C02941
chebi:79896	cpd:C15395
chebi:79539	cpd:C15016
chebi:34187	cpd:C14500
chebi:13601	cpd:C02940
chebi:79828	cpd:C15326
chebi:79840	cpd:C15338
chebi:79856	cpd:C15354
chebi:79618	cpd:C15099
chebi:79655	cpd:C15137
chebi:79557	cpd:C15035
chebi:79444	cpd:C14919
chebi:79502	cpd:C14978
chebi:79917	cpd:C15416
chebi:79923	cpd:C15422
chebi:79558	cpd:C15036
chebi:34375	cpd:C14628
chebi:34463	cpd:C14269
chebi:143570	cpd:C22107
chebi:47909	cpd:C00619
chebi:79638	cpd:C15119
chebi:47789	cpd:C01881
chebi:3249	cpd:C10795
chebi:3999	cpd:C10797
chebi:4029	cpd:C10799
chebi:4032	cpd:C10801
chebi:9184	cpd:C10818
chebi:9189	cpd:C10821
chebi:144411	cpd:C20059
chebi:16412	cpd:C00338
chebi:138877	cpd:C20978
chebi:20011	cpd:C06744
chebi:27734	cpd:C04473
chebi:33563	cpd:C05005
chebi:33563	cpd:C05005
chebi:26723	cpd:C18191
chebi:81150	cpd:C17516
chebi:18234	cpd:C04218
chebi:18195	cpd:C04465
chebi:15986	cpd:C00419
chebi:17843	cpd:C00066
chebi:29170	cpd:C01635
chebi:17732	cpd:C00886
chebi:29171	cpd:C01636
chebi:18366	cpd:C02163
chebi:29172	cpd:C01637
chebi:29265	cpd:C03402
chebi:29151	cpd:C06113
chebi:29186	cpd:C01638
chebi:29158	cpd:C02984
chebi:29167	cpd:C01639
chebi:29152	cpd:C03125
chebi:29168	cpd:C01640
chebi:29165	cpd:C06112
chebi:29166	cpd:C02282
chebi:29175	cpd:C01641
chebi:29157	cpd:C02987
chebi:29176	cpd:C01642
chebi:29156	cpd:C02412
chebi:29178	cpd:C01643
chebi:29155	cpd:C02988
chebi:29169	cpd:C01645
chebi:16624	cpd:C02047
chebi:29185	cpd:C01646
chebi:16047	cpd:C01931
chebi:29173	cpd:C01647
chebi:16635	cpd:C02430
chebi:9100	cpd:C05336
chebi:29184	cpd:C01648
chebi:29153	cpd:C03511
chebi:29177	cpd:C01649
chebi:29154	cpd:C02702
chebi:13170	cpd:C06481
chebi:13166	cpd:C06482
chebi:29179	cpd:C01650
chebi:29162	cpd:C02553
chebi:29180	cpd:C01651
chebi:29163	cpd:C02992
chebi:29181	cpd:C01652
chebi:29159	cpd:C03512
chebi:29182	cpd:C00787
chebi:29161	cpd:C02839
chebi:29183	cpd:C01653
chebi:29164	cpd:C02554
chebi:29174	cpd:C01644
chebi:29160	cpd:C03127
chebi:2651	cpd:C05156
chebi:17119	cpd:C03294
chebi:17894	cpd:C04833
chebi:18111	cpd:C00240
chebi:18143	cpd:C04153
chebi:16991	cpd:C00039
chebi:4705	cpd:C00434
chebi:1359	cpd:C03463
chebi:1981	cpd:C03475
chebi:18154	cpd:C00420
chebi:28808	cpd:C00464
chebi:27857	cpd:C02492
chebi:27912	cpd:C01654
chebi:22590	cpd:C02474
chebi:28102	cpd:C00718
chebi:28017	cpd:C00369
chebi:6452	cpd:C00478
chebi:28100	cpd:C02616
chebi:18269	cpd:C00372
chebi:52071	cpd:C00372
chebi:28793	cpd:C00551
chebi:27517	cpd:C02490
chebi:37671	cpd:C00965
chebi:27380	cpd:C02493
chebi:18246	cpd:C00760
chebi:28087	cpd:C00182
chebi:18233	cpd:C00807
chebi:3523	cpd:C01898
chebi:28912	cpd:C02049
chebi:28560	cpd:C02762
chebi:17623	cpd:C00973
chebi:495055	cpd:C13183
chebi:18398	cpd:C01935
chebi:37165	cpd:C05796
chebi:2511	cpd:C01399
chebi:2509	cpd:C08815
chebi:15446	cpd:C00470
chebi:27569	cpd:C00569
chebi:37166	cpd:C02352
chebi:37166	cpd:C00707
chebi:15447	cpd:C06016
chebi:15447	cpd:C02352
chebi:15447	cpd:C02352
chebi:28427	cpd:C01889
chebi:28796	cpd:C06215
chebi:28796	cpd:C01355
chebi:15443	cpd:C03323
chebi:16703	cpd:C06215
chebi:468	cpd:C05144
chebi:16966	cpd:C01923
chebi:17020	cpd:C01810
chebi:17020	cpd:C02101
chebi:17548	cpd:C01768
chebi:6364	cpd:C00771
chebi:30049	cpd:C06707
chebi:18085	cpd:C02545
chebi:37395	cpd:C05114
chebi:16336	cpd:C00518
chebi:16336	cpd:C00518
chebi:4439	cpd:C01490
chebi:16137	cpd:C00401
chebi:8005	cpd:C00889
chebi:17029	cpd:C00461
chebi:17029	cpd:C00461
chebi:8324	cpd:C08721
chebi:16261	cpd:C00734
chebi:28057	cpd:C00317
chebi:17914	cpd:C04034
chebi:16883	cpd:C01698
chebi:17309	cpd:C00714
chebi:23417	cpd:C07299
chebi:16700	cpd:C08481
chebi:34061	cpd:C14251
chebi:34058	cpd:C14252
chebi:9147	cpd:C07261
chebi:82252	cpd:C19131
chebi:81922	cpd:C18733
chebi:63581	cpd:C07312
chebi:17245	cpd:C00237
chebi:17245	cpd:C00237
chebi:16526	cpd:C00011
chebi:23012	cpd:C19033
chebi:39285	cpd:C18445
chebi:64685	cpd:C05703
chebi:39178	cpd:C18508
chebi:39177	cpd:C18508
chebi:39183	cpd:C18509
chebi:39185	cpd:C18513
chebi:39186	cpd:C18513
chebi:21759	cpd:C14592
chebi:28216	cpd:C11146
chebi:16573	cpd:C07331
chebi:26952	cpd:C01857
chebi:16555	cpd:C01857
chebi:144353	cpd:C19150
chebi:32277	cpd:C12189
chebi:67357	cpd:C11280
chebi:67897	cpd:C09734
chebi:68051	cpd:C10464
chebi:68234	cpd:C10480
chebi:68310	cpd:C12193
chebi:68312	cpd:C12163
chebi:68991	cpd:C09372
chebi:69236	cpd:C08449
chebi:69440	cpd:C11847
chebi:69444	cpd:C09231
chebi:69744	cpd:C08630
chebi:69796	cpd:C09771
chebi:69797	cpd:C09773
chebi:70327	cpd:C09979
chebi:70548	cpd:C09185
chebi:70549	cpd:C09108
chebi:47916	cpd:C01579
chebi:27679	cpd:C09479
chebi:2772	cpd:C08574
chebi:2923	cpd:C08575
chebi:2246	cpd:C09641
chebi:2245	cpd:C09650
chebi:2267	cpd:C09757
chebi:6118	cpd:C09760
chebi:2268	cpd:C11264
chebi:34472	cpd:C14137
chebi:79987	cpd:C15598
chebi:5070	cpd:C00766
chebi:15606	cpd:C02099
chebi:79637	cpd:C15118
chebi:63329	cpd:C19895
chebi:9400	cpd:C10190
chebi:9159	cpd:C10186
chebi:79472	cpd:C14948
chebi:79466	cpd:C14942
chebi:79467	cpd:C14943
chebi:79477	cpd:C14953
chebi:79468	cpd:C14944
chebi:7602	cpd:C10112
chebi:42491	cpd:C15608
chebi:42491	cpd:C10043
chebi:28201	cpd:C07593
chebi:9442	cpd:C10535
chebi:7886	cpd:C10512
chebi:80370	cpd:C16189
chebi:18220	cpd:C00799
chebi:1734	cpd:C03074
chebi:79596	cpd:C15076
chebi:81410	cpd:C17958
chebi:5972	cpd:C10471
chebi:9507	cpd:C10536
chebi:12257	cpd:C15616
chebi:9045	cpd:C10527
chebi:70036	cpd:C10203
chebi:79580	cpd:C15060
chebi:27945	cpd:C01927
chebi:4019	cpd:C10207
chebi:4357	cpd:C10417
chebi:63	cpd:C10418
chebi:6937	cpd:C10506
chebi:7797	cpd:C10511
chebi:8329	cpd:C10519
chebi:9358	cpd:C10532
chebi:9643	cpd:C10537
chebi:80394	cpd:C16227
chebi:80395	cpd:C16228
chebi:3328	cpd:C09158
chebi:4308	cpd:C10414
chebi:6728	cpd:C10504
chebi:5462	cpd:C10685
chebi:69990	cpd:C09275
chebi:23086	cpd:C15589
chebi:27618	cpd:C01484
chebi:48965	cpd:C01484
chebi:48965	cpd:C15589
chebi:310312	cpd:C08650
chebi:80484	cpd:C16404
chebi:34398	cpd:C14585
chebi:10836	cpd:C15525
chebi:66904	cpd:C16408
chebi:3237	cpd:C08578
chebi:17276	cpd:C00774
chebi:17276	cpd:C00774
chebi:27400	cpd:C09754
chebi:2871	cpd:C09471
chebi:15648	cpd:C04271
chebi:15648	cpd:C04271
chebi:15649	cpd:C01263
chebi:17556	cpd:C10514
chebi:17556	cpd:C05230
chebi:17465	cpd:C05229
chebi:17465	cpd:C05229
chebi:6714	cpd:C01729
chebi:100	cpd:C10503
chebi:73	cpd:C10198
chebi:2727	cpd:C10200
chebi:3917	cpd:C10206
chebi:5718	cpd:C10424
chebi:1867	cpd:C10461
chebi:105	cpd:C10508
chebi:118	cpd:C10531
chebi:9714	cpd:C10538
chebi:123	cpd:C10539
chebi:80390	cpd:C16223
chebi:80391	cpd:C16224
chebi:80396	cpd:C16231
chebi:81072	cpd:C17416
chebi:81113	cpd:C17471
chebi:81114	cpd:C17472
chebi:81117	cpd:C17475
chebi:32109	cpd:C13173
chebi:4562	cpd:C07798
chebi:74359	cpd:C02356
chebi:142409	cpd:C03726
chebi:16457	cpd:C04022
chebi:28286	cpd:C08063
chebi:17766	cpd:C01066
chebi:17766	cpd:C01066
chebi:41674	cpd:C06105
chebi:16145	cpd:C04287
chebi:16145	cpd:C04287
chebi:17854	cpd:C00414
chebi:17611	cpd:C03228
chebi:17611	cpd:C03228
chebi:16058	cpd:C01295
chebi:9602	cpd:C08638
chebi:2169	cpd:C09055
chebi:5539	cpd:C09674
chebi:6703	cpd:C10158
chebi:79500	cpd:C14976
chebi:80831	cpd:C16967
chebi:16486	cpd:C00557
chebi:75507	cpd:C15595
chebi:17097	cpd:C06588
chebi:5959	cpd:C07469
chebi:6541	cpd:C07072
chebi:74125	cpd:C15554
chebi:3348	cpd:C07709
chebi:2920	cpd:C09918
chebi:9294	cpd:C09971
chebi:6002	cpd:C10358
chebi:4361	cpd:C10550
chebi:5759	cpd:C10630
chebi:6643	cpd:C10651
chebi:7266	cpd:C10939
chebi:29470	cpd:C12019
chebi:31723	cpd:C12181
chebi:34965	cpd:C13771
chebi:34235	cpd:C14189
chebi:34220	cpd:C14190
chebi:34244	cpd:C14193
chebi:34394	cpd:C14195
chebi:34198	cpd:C14197
chebi:34210	cpd:C14198
chebi:34196	cpd:C14203
chebi:34279	cpd:C14370
chebi:34419	cpd:C14371
chebi:34278	cpd:C14372
chebi:34417	cpd:C14376
chebi:34418	cpd:C14381
chebi:34415	cpd:C14382
chebi:34320	cpd:C14443
chebi:34416	cpd:C14471
chebi:34194	cpd:C14726
chebi:34195	cpd:C14728
chebi:34200	cpd:C14730
chebi:34191	cpd:C14736
chebi:34362	cpd:C14737
chebi:34268	cpd:C14755
chebi:79717	cpd:C15202
chebi:79725	cpd:C15212
chebi:79726	cpd:C15213
chebi:80003	cpd:C15649
chebi:81152	cpd:C17519
chebi:81726	cpd:C18392
chebi:82161	cpd:C19031
chebi:82308	cpd:C19217
chebi:82315	cpd:C19225
chebi:82321	cpd:C19231
chebi:82451	cpd:C19403
chebi:82459	cpd:C19411
chebi:82504	cpd:C19473
chebi:82540	cpd:C19533
chebi:138830	cpd:C20316
chebi:27753	cpd:C11433
chebi:37454	cpd:C03243
chebi:15386	cpd:C04468
chebi:28951	cpd:C11428
chebi:28678	cpd:C10257
chebi:16760	cpd:C03164
chebi:35860	cpd:C19457
chebi:5612	cpd:C07634
chebi:9861	cpd:C09976
chebi:3806	cpd:C10251
chebi:5072	cpd:C10258
chebi:5726	cpd:C10261
chebi:6540	cpd:C10267
chebi:7779	cpd:C10272
chebi:81600	cpd:C18249
chebi:81603	cpd:C18252
chebi:81604	cpd:C18253
chebi:81605	cpd:C18254
chebi:81606	cpd:C18255
chebi:81618	cpd:C18267
chebi:81624	cpd:C18273
chebi:81637	cpd:C18286
chebi:81885	cpd:C18678
chebi:81886	cpd:C18679
chebi:81888	cpd:C18681
chebi:82290	cpd:C19195
chebi:82395	cpd:C19335
chebi:82396	cpd:C19336
chebi:82401	cpd:C19342
chebi:82434	cpd:C19381
chebi:82438	cpd:C19389
chebi:82439	cpd:C19390
chebi:82455	cpd:C19407
chebi:82498	cpd:C19466
chebi:82502	cpd:C19471
chebi:82505	cpd:C19475
chebi:82517	cpd:C19489
chebi:82559	cpd:C19561
chebi:82560	cpd:C19562
chebi:82593	cpd:C19607
chebi:138855	cpd:C20167
chebi:31504	cpd:C12336
chebi:29110	cpd:C04883
chebi:48549	cpd:C01621
chebi:6645	cpd:C10658
chebi:6808	cpd:C07621
chebi:2707	cpd:C09335
chebi:5602	cpd:C09932
chebi:3006	cpd:C10845
chebi:7475	cpd:C10954
chebi:8463	cpd:C11707
chebi:31754	cpd:C12338
chebi:31213	cpd:C12340
chebi:31506	cpd:C12341
chebi:31212	cpd:C12342
chebi:32045	cpd:C12393
chebi:34097	cpd:C13674
chebi:34883	cpd:C14115
chebi:34881	cpd:C14212
chebi:34569	cpd:C14321
chebi:34876	cpd:C14405
chebi:34877	cpd:C14694
chebi:34001	cpd:C14787
chebi:34108	cpd:C14788
chebi:33997	cpd:C14799
chebi:79424	cpd:C14897
chebi:80497	cpd:C16446
chebi:80743	cpd:C16807
chebi:81700	cpd:C18354
chebi:81892	cpd:C18694
chebi:81893	cpd:C18695
chebi:81894	cpd:C18696
chebi:82256	cpd:C19136
chebi:82291	cpd:C19196
chebi:82381	cpd:C19319
chebi:82490	cpd:C19454
chebi:82491	cpd:C19455
chebi:82496	cpd:C19464
chebi:920	cpd:C11006
chebi:957	cpd:C11008
chebi:46053	cpd:C16391
chebi:33098	cpd:C19597
chebi:39931	cpd:C19486
chebi:35227	cpd:C14394
chebi:20408	cpd:C16392
chebi:19357	cpd:C16402
chebi:19644	cpd:C16393
chebi:34276	cpd:C14572
chebi:77512	cpd:C14522
chebi:81844	cpd:C18579
chebi:27798	cpd:C06813
chebi:27798	cpd:C06813
chebi:34053	cpd:C14702
chebi:28618	cpd:C07092
chebi:35290	cpd:C14328
chebi:36693	cpd:C19397
chebi:38639	cpd:C18553
chebi:5553	cpd:C07034
chebi:949	cpd:C11041
chebi:4874	cpd:C11293
chebi:4285	cpd:C11772
chebi:34825	cpd:C13478
chebi:34662	cpd:C13844
chebi:81651	cpd:C18300
chebi:81759	cpd:C18458
chebi:81767	cpd:C18468
chebi:81898	cpd:C18701
chebi:81900	cpd:C18704
chebi:81972	cpd:C18804
chebi:81992	cpd:C18831
chebi:82053	cpd:C18908
chebi:82061	cpd:C18919
chebi:82068	cpd:C18926
chebi:82159	cpd:C19029
chebi:82244	cpd:C19123
chebi:82251	cpd:C19130
chebi:82268	cpd:C19148
chebi:82447	cpd:C19399
chebi:3240	cpd:C08065
chebi:4754	cpd:C08068
chebi:77898	cpd:C08082
chebi:9604	cpd:C08082
chebi:77776	cpd:C08076
chebi:9325	cpd:C08076
chebi:2788	cpd:C07668
chebi:7825	cpd:C08074
chebi:8489	cpd:C11121
chebi:38887	cpd:C18484
chebi:3628	cpd:C11252
chebi:9986	cpd:C10981
chebi:81927	cpd:C18739
chebi:81970	cpd:C18801
chebi:81782	cpd:C18490
chebi:82070	cpd:C18928
chebi:82063	cpd:C18921
chebi:8450	cpd:C10986
chebi:81830	cpd:C18556
chebi:2943	cpd:C10895
chebi:144396	cpd:C20972
chebi:18855	cpd:C18236
chebi:82044	cpd:C18897
chebi:35289	cpd:C14408
chebi:28222	cpd:C06594
chebi:28222	cpd:C06594
chebi:39330	cpd:C18451
chebi:19333	cpd:C11510
chebi:82156	cpd:C19025
chebi:5692	cpd:C11042
chebi:34908	cpd:C14338
chebi:47136	cpd:C18141
chebi:28097	cpd:C06990
chebi:28097	cpd:C06990
chebi:34718	cpd:C14397
chebi:963	cpd:C11570
chebi:47727	cpd:C06489
chebi:3614	cpd:C06902
chebi:3749	cpd:C06915
chebi:39315	cpd:C18576
chebi:3764	cpd:C06922
chebi:8455	cpd:C07631
chebi:9588	cpd:C07140
chebi:1428	cpd:C11566
chebi:82421	cpd:C19365
chebi:82301	cpd:C19207
chebi:82276	cpd:C19169
chebi:34401	cpd:C14451
chebi:82422	cpd:C19366
chebi:82236	cpd:C19115
chebi:82166	cpd:C19037
chebi:32347	cpd:C13646
chebi:6944	cpd:C11716
chebi:35011	cpd:C14428
chebi:7778	cpd:C11087
chebi:3751	cpd:C11095
chebi:32079	cpd:C12491
chebi:79706	cpd:C15189
chebi:3920	cpd:C11096
chebi:81812	cpd:C18536
chebi:81852	cpd:C18592
chebi:5105	cpd:C10993
chebi:34270	cpd:C14407
chebi:82420	cpd:C19364
chebi:3620	cpd:C11063
chebi:81794	cpd:C18505
chebi:81582	cpd:C18203
chebi:82436	cpd:C19383
chebi:29547	cpd:C12085
chebi:29629	cpd:C12090
chebi:35100	cpd:C14761
chebi:79562	cpd:C15042
chebi:80864	cpd:C17020
chebi:80865	cpd:C17021
chebi:27684	cpd:C11151
chebi:5115	cpd:C11272
chebi:7936	cpd:C07415
chebi:81920	cpd:C18731
chebi:82040	cpd:C18892
chebi:6931	cpd:C07524
chebi:31036	cpd:C12263
chebi:28241	cpd:C06533
chebi:133905	cpd:C17844
chebi:6877	cpd:C10478
chebi:16579	cpd:C01403
chebi:48722	cpd:C19270
chebi:1911	cpd:C07555
chebi:35616	cpd:C10428
chebi:34403	cpd:C14720
chebi:79572	cpd:C15052
chebi:79571	cpd:C15051
chebi:6521	cpd:C10491
chebi:969	cpd:C08485
chebi:3222	cpd:C10547
chebi:78309	cpd:C17846
chebi:10353	cpd:C10430
chebi:1580	cpd:C03352
chebi:6391	cpd:C09565
chebi:2745	cpd:C10570
chebi:2989	cpd:C10572
chebi:8339	cpd:C10613
chebi:10117	cpd:C10840
chebi:34968	cpd:C13796
chebi:34610	cpd:C14660
chebi:81164	cpd:C17532
chebi:81354	cpd:C17822
chebi:82307	cpd:C19216
chebi:82309	cpd:C19218
chebi:82430	cpd:C19376
chebi:4553	cpd:C10557
chebi:4429	cpd:C10556
chebi:6640	cpd:C07995
chebi:3420	cpd:C08399
chebi:671	cpd:C08456
chebi:668	cpd:C08457
chebi:5746	cpd:C10599
chebi:6819	cpd:C11113
chebi:6943	cpd:C11763
chebi:34870	cpd:C14455
chebi:34743	cpd:C14526
chebi:34062	cpd:C14583
chebi:79643	cpd:C15125
chebi:79843	cpd:C15341
chebi:79884	cpd:C15383
chebi:79920	cpd:C15419
chebi:79936	cpd:C15437
chebi:80418	cpd:C16281
chebi:80420	cpd:C16283
chebi:80422	cpd:C16285
chebi:80585	cpd:C16586
chebi:80593	cpd:C16595
chebi:80594	cpd:C16596
chebi:80802	cpd:C16927
chebi:81259	cpd:C17665
chebi:81290	cpd:C17717
chebi:81344	cpd:C17796
chebi:81787	cpd:C18497
chebi:81899	cpd:C18703
chebi:81941	cpd:C18760
chebi:82045	cpd:C18898
chebi:82069	cpd:C18927
chebi:82087	cpd:C18947
chebi:82092	cpd:C18952
chebi:82093	cpd:C18953
chebi:82169	cpd:C19041
chebi:82273	cpd:C19165
chebi:82274	cpd:C19166
chebi:82509	cpd:C19479
chebi:82529	cpd:C19518
chebi:6902	cpd:C10953
chebi:5092	cpd:C09007
chebi:31461	cpd:C12390
chebi:31751	cpd:C12394
chebi:32279	cpd:C12413
chebi:32086	cpd:C12402
chebi:31050	cpd:C12403
chebi:32283	cpd:C12404
chebi:31048	cpd:C12405
chebi:31051	cpd:C12407
chebi:31230	cpd:C12412
chebi:24293	cpd:C03503
chebi:28649	cpd:C10354
chebi:40448	cpd:C16207
chebi:9427	cpd:C10405
chebi:2575	cpd:C10291
chebi:3455	cpd:C10308
chebi:3685	cpd:C10313
chebi:4544	cpd:C10327
chebi:4704	cpd:C10334
chebi:5167	cpd:C10346
chebi:5168	cpd:C10349
chebi:6999	cpd:C10374
chebi:7716	cpd:C10381
chebi:8185	cpd:C10384
chebi:9945	cpd:C10407
chebi:4726	cpd:C11471
chebi:31049	cpd:C12408
chebi:32281	cpd:C12411
chebi:32282	cpd:C12414
chebi:31636	cpd:C12451
chebi:34946	cpd:C13746
chebi:34258	cpd:C14444
chebi:81705	cpd:C18359
chebi:81889	cpd:C18682
chebi:81890	cpd:C18683
chebi:81954	cpd:C18778
chebi:82304	cpd:C19211
chebi:82325	cpd:C19236
chebi:82345	cpd:C19264
chebi:82382	cpd:C19320
chebi:70060	cpd:C18684
chebi:37510	cpd:C06831
chebi:3686	cpd:C10314
chebi:6690	cpd:C07107
chebi:10000	cpd:C09977
chebi:3446	cpd:C10307
chebi:8608	cpd:C10394
chebi:31054	cpd:C12420
chebi:35046	cpd:C13779
chebi:80375	cpd:C16203
chebi:80376	cpd:C16204
chebi:80377	cpd:C16205
chebi:80378	cpd:C16206
chebi:80379	cpd:C16208
chebi:80709	cpd:C16760
chebi:80736	cpd:C16799
chebi:80737	cpd:C16800
chebi:80738	cpd:C16801
chebi:81331	cpd:C17779
chebi:81332	cpd:C17780
chebi:81904	cpd:C18709
chebi:82400	cpd:C19341
chebi:82449	cpd:C19401
chebi:82501	cpd:C19470
chebi:79711	cpd:C15196
chebi:724	cpd:C06773
chebi:720	cpd:C06774
chebi:723	cpd:C06775
chebi:721	cpd:C06776
chebi:8352	cpd:C06777
chebi:722	cpd:C06778
chebi:719	cpd:C06779
chebi:2270	cpd:C06781
chebi:2269	cpd:C06782
chebi:4473	cpd:C06785
chebi:4472	cpd:C06787
chebi:3010	cpd:C06788
chebi:31458	cpd:C12374
chebi:31245	cpd:C12417
chebi:31244	cpd:C12419
chebi:81875	cpd:C18631
chebi:81876	cpd:C18632
chebi:32198	cpd:C12377
chebi:32200	cpd:C12369
chebi:32201	cpd:C12376
chebi:34047	cpd:C14685
chebi:34448	cpd:C14309
chebi:9957	cpd:C01624
chebi:6920	cpd:C07222
chebi:5096	cpd:C09928
chebi:901	cpd:C09974
chebi:9847	cpd:C11698
chebi:4901	cpd:C11795
chebi:31733	cpd:C12343
chebi:79423	cpd:C14896
chebi:79426	cpd:C14900
chebi:79427	cpd:C14901
chebi:79428	cpd:C14902
chebi:79652	cpd:C15134
chebi:8066	cpd:C07584
chebi:27930	cpd:C07727
chebi:34291	cpd:C14639
chebi:17404	cpd:C01504
chebi:1126	cpd:C07718
chebi:1127	cpd:C07725
chebi:34794	cpd:C13703
chebi:81769	cpd:C18470
chebi:82261	cpd:C19141
chebi:34798	cpd:C14738
chebi:34623	cpd:C14176
chebi:8065	cpd:C07790
chebi:5894	cpd:C10918
chebi:34015	cpd:C14544
chebi:34021	cpd:C14545
chebi:34012	cpd:C14546
chebi:34022	cpd:C14547
chebi:34013	cpd:C14548
chebi:81379	cpd:C17916
chebi:81380	cpd:C17917
chebi:78315	cpd:C09913
chebi:80751	cpd:C16817
chebi:34848	cpd:C13963
chebi:28395	cpd:C04167
chebi:28395	cpd:C04167
chebi:22154	cpd:C19312
chebi:15342	cpd:C02807
chebi:15342	cpd:C02807
chebi:8269	cpd:C09169
chebi:29705	cpd:C12066
chebi:34560	cpd:C14851
chebi:34513	cpd:C14854
chebi:81621	cpd:C18270
chebi:81628	cpd:C18277
chebi:81633	cpd:C18282
chebi:81634	cpd:C18283
chebi:82342	cpd:C19259
chebi:82351	cpd:C19271
chebi:82399	cpd:C19339
chebi:82433	cpd:C19380
chebi:82437	cpd:C19388
chebi:82484	cpd:C19447
chebi:82485	cpd:C19448
chebi:82486	cpd:C19449
chebi:82487	cpd:C19450
chebi:82488	cpd:C19451
chebi:82497	cpd:C19465
chebi:80384	cpd:C16214
chebi:119486	cpd:C08088
chebi:76136	cpd:C18363
chebi:7465	cpd:C07253
chebi:63613	cpd:C07263
chebi:27090	cpd:C19542
chebi:9570	cpd:C07641
chebi:82340	cpd:C19257
chebi:15761	cpd:C02724
chebi:17963	cpd:C04599
chebi:17963	cpd:C04599
chebi:28986	cpd:C06180
chebi:74	cpd:C11357
